Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,draft_year
28,28,SAS,Tiago Splitter,,7,355,6812,2816,1779,423,.555,.143,.697,19.2,7.9,5.0,1.2,25.3,.178,1.1,5.4,2007
29,29,PHO,Alando Tucker,Wisconsin,3,51,426,211,49,16,.423,.294,.783,8.4,4.1,1.0,0.3,0.4,.045,-4.5,-0.3,2007
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2007
31,31,SEA,Carl Landry,Purdue,9,513,11524,5541,2533,355,.535,.300,.785,22.5,10.8,4.9,0.7,35.9,.149,-0.3,5.0,2007
32,32,BOS,Gabe Pruitt,USC,2,62,461,125,51,52,.321,.283,.783,7.4,2.0,0.8,0.8,0.4,.043,-2.8,-0.1,2007
33,33,SAS,Marcus Williams,Arizona,2,13,39,14,12,3,.318,,,3.0,1.1,0.9,0.2,-0.1,-.084,-5.4,0.0,2007
34,34,DAL,Nick Fazekas,Nevada,1,26,269,107,89,11,.561,.000,.682,10.3,4.1,3.4,0.4,0.8,.148,0.5,0.2,2007
35,35,SEA,Glen Davis,LSU,8,514,10865,4111,2236,457,.447,.182,.700,21.1,8.0,4.4,0.9,18.6,.082,-2.6,-1.7,2007
36,36,GSW,Jermareo Davidson,Alabama,2,52,433,162,96,14,.425,,.578,8.3,3.1,1.8,0.3,0.0,.000,-5.2,-0.3,2007
37,37,POR,Josh McRoberts,Duke,11,433,8271,2333,1686,901,.463,.340,.705,19.1,5.4,3.9,2.1,18.5,.107,0.3,4.7,2007
38,38,PHI,Kyrylo Fesenko,,5,135,1107,305,269,40,.496,.000,.410,8.2,2.3,2.0,0.3,0.9,.038,-5.7,-1.1,2007
40,40,LAL,Sun Yue,,1,10,28,6,0,2,.273,.000,,2.8,0.6,0.0,0.2,-0.1,-.226,-19.4,-0.1,2007
41,41,MIN,Chris Richard,Florida,2,70,780,135,194,25,.483,,.605,11.1,1.9,2.8,0.4,0.7,.045,-5.7,-0.7,2007
42,42,POR,Derrick Byars,Vanderbilt,1,2,37,10,11,1,.273,.000,1.000,18.5,5.0,5.5,0.5,0.1,.147,-4.7,0.0,2007
46,46,GSW,Stéphane Lasme,UMass,1,16,303,83,53,3,.451,,.594,18.9,5.2,3.3,0.2,0.3,.041,-4.4,-0.2,2007
47,47,WAS,Dominic McGuire,Fresno State,6,342,5348,939,1169,422,.419,.188,.658,15.6,2.7,3.4,1.2,4.1,.037,-2.1,-0.1,2007
48,48,LAL,Marc Gasol,,13,891,28719,12514,6604,2996,.481,.360,.776,32.2,14.0,7.4,3.4,85.3,.143,3.1,36.5,2007
49,49,CHI,Aaron Gray,Pitt,7,318,3851,1066,1190,207,.509,.000,.562,12.1,3.4,3.7,0.7,6.2,.077,-3.6,-1.5,2007
52,52,POR,Taurean Green,Florida,1,17,74,27,10,11,.280,.182,.917,4.4,1.6,0.6,0.6,-0.1,-.066,-7.5,-0.1,2007
53,53,POR,Demetris Nichols,Syracuse,2,18,58,22,7,2,.281,.200,.500,3.2,1.2,0.4,0.1,-0.2,-.203,-10.3,-0.1,2007
56,56,MIL,Ramon Sessions,Nevada,11,691,16119,7141,1840,2807,.434,.316,.791,23.3,10.3,2.7,4.1,28.8,.086,-0.7,5.2,2007
59,59,PHO,D.J. Strawberry,Maryland,1,33,270,73,28,30,.315,.240,.474,8.2,2.2,0.8,0.9,-0.2,-.031,-5.6,-0.2,2007
1,1,CHI,Derrick Rose,Memphis,15,716,21959,12524,2309,3749,.455,.315,.831,30.7,17.5,3.2,5.2,44.5,.097,1.3,18.2,2008
2,2,MIA,Michael Beasley,Kansas State,11,609,13903,7568,2861,788,.465,.349,.759,22.8,12.4,4.7,1.3,15.6,.054,-1.7,0.9,2008
3,3,MIN,O.J. Mayo,USC,8,547,16919,7574,1706,1607,.429,.373,.820,30.9,13.8,3.1,2.9,21.8,.062,-0.9,4.7,2008
4,4,SEA,Russell Westbrook,UCLA,16,1126,38318,24821,8171,9312,.438,.305,.776,34.0,22.0,7.3,8.3,109.8,.137,4.0,57.6,2008
5,5,MEM,Kevin Love,UCLA,16,900,26815,15066,9237,2104,.439,.370,.830,29.8,16.7,10.3,2.3,93.1,.167,3.3,35.7,2008
6,6,NYK,Danilo Gallinari,,14,754,22165,11508,3586,1445,.428,.381,.876,29.4,15.3,4.8,1.9,64.7,.140,1.7,20.8,2008
7,7,LAC,Eric Gordon,Indiana,16,847,27138,13510,2003,2376,.430,.372,.810,32.0,16.0,2.4,2.8,39.9,.071,-0.7,8.9,2008
8,8,MIL,Joe Alexander,West Virginia,2,67,745,282,120,44,.410,.340,.698,11.1,4.2,1.8,0.7,0.5,.030,-3.6,-0.3,2008
9,9,CHA,D.J. Augustin,Texas,14,976,22851,9259,1805,3761,.412,.381,.867,23.4,9.5,1.8,3.9,47.7,.100,-0.7,7.6,2008
10,10,NJN,Brook Lopez,Stanford,16,979,29592,15909,6094,1390,.496,.345,.796,30.2,16.3,6.2,1.4,82.1,.133,1.4,25.1,2008
11,11,IND,Jerryd Bayless,Arizona,11,586,12486,4909,1235,1674,.411,.361,.818,21.3,8.4,2.1,2.9,18.6,.072,-1.6,1.1,2008
12,12,SAC,Jason Thompson,Rider University,8,588,14819,5210,3880,635,.496,.143,.657,25.2,8.9,6.6,1.1,23.8,.077,-2.6,-2.4,2008
13,13,POR,Brandon Rush,Kansas,9,481,10564,3250,1413,468,.426,.402,.706,22.0,6.8,2.9,1.0,11.2,.051,-1.4,1.6,2008
14,14,GSW,Anthony Randolph,LSU,6,252,3841,1789,1078,187,.453,.241,.740,15.2,7.1,4.3,0.7,5.8,.072,-1.6,0.4,2008
15,15,PHO,Robin Lopez,Stanford,16,984,20895,8316,4656,817,.537,.303,.743,21.2,8.5,4.7,0.8,49.6,.114,-1.1,4.6,2008
16,16,PHI,Marreese Speights,Florida,10,705,10640,5592,2875,461,.459,.356,.797,15.1,7.9,4.1,0.7,25.8,.116,-2.2,-0.6,2008
17,17,TOR,Roy Hibbert,Georgetown,9,662,16389,6611,4173,885,.465,.250,.755,24.8,10.0,6.3,1.3,35.9,.105,-1.1,3.5,2008
18,18,WAS,JaVale McGee,Nevada,16,890,14565,6845,4529,381,.579,.194,.603,16.4,7.7,5.1,0.4,43.4,.143,0.0,7.3,2008
19,19,CLE,J.J. Hickson,NC State,8,534,11925,5081,3639,449,.505,.000,.617,22.3,9.5,6.8,0.8,21.9,.088,-1.8,0.5,2008
20,20,CHA,Alexis Ajinça,,7,293,3905,1553,1150,143,.503,.286,.797,13.3,5.3,3.9,0.5,7.5,.093,-2.8,-0.8,2008
21,21,NJN,Ryan Anderson,California,12,649,16769,8001,3413,586,.422,.380,.854,25.8,12.3,5.3,0.9,46.7,.134,1.0,12.8,2008
22,22,ORL,Courtney Lee,Western Kentucky,12,811,21938,7765,2127,1353,.451,.388,.853,27.1,9.6,2.6,1.7,39.3,.086,-0.6,7.9,2008
23,23,UTA,Kosta Koufos,Ohio State,11,686,11271,3913,3452,359,.534,.000,.582,16.4,5.7,5.0,0.5,28.3,.120,-1.3,2.0,2008
24,24,SEA,Serge Ibaka,,14,919,25127,11028,6513,749,.513,.359,.757,27.3,12.0,7.1,0.8,73.0,.139,0.5,15.7,2008
25,25,HOU,Nicolas Batum,,16,1015,30260,10755,5085,3383,.437,.366,.832,29.8,10.6,5.0,3.3,68.7,.109,1.6,27.6,2008
26,26,SAS,George Hill,IUPUI,15,915,24501,9545,2731,2807,.457,.380,.806,26.8,10.4,3.0,3.1,71.0,.139,1.1,19.4,2008
27,27,NOH,Darrell Arthur,Kansas,9,503,8945,3282,1768,409,.444,.352,.765,17.8,6.5,3.5,0.8,12.3,.066,-2.2,-0.4,2008
28,28,MEM,Donté Greene,Syracuse,4,253,4259,1541,600,183,.406,.304,.701,16.8,6.1,2.4,0.7,1.5,.017,-2.8,-0.9,2008
29,29,DET,D.J. White,Indiana,6,138,2111,810,437,80,.507,.333,.720,15.3,5.9,3.2,0.6,3.8,.087,-2.1,0.0,2008
30,30,BOS,J.R. Giddens,New Mexico,2,38,247,73,54,13,.476,.000,.565,6.5,1.9,1.4,0.3,0.1,.027,-4.3,-0.1,2008
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2008
31,31,MIN,Nikola Peković,,6,271,6744,3405,1807,199,.518,,.760,24.9,12.6,6.7,0.7,18.8,.134,-0.7,2.2,2008
32,32,SEA,Walter Sharpe,UAB,1,8,20,8,3,0,.364,.000,.000,2.5,1.0,0.4,0.0,-0.1,-.131,-10.1,0.0,2008
33,33,POR,Joey Dorsey,Memphis,4,130,1488,344,513,55,.534,.000,.375,11.4,2.6,3.9,0.4,2.9,.092,-2.7,-0.3,2008
34,34,MIN,Mario Chalmers,Kansas,9,646,17245,5743,1585,2412,.417,.351,.793,26.7,8.9,2.5,3.7,32.3,.090,-0.6,5.9,2008
35,35,LAC,DeAndre Jordan,Texas A&M,16,1033,26965,9199,10418,981,.674,.154,.474,26.1,8.9,10.1,0.9,96.3,.171,1.2,22.0,2008
36,36,POR,Ömer Aşık,,8,471,9216,2479,3362,280,.528,.000,.551,19.6,5.3,7.1,0.6,20.9,.109,-1.9,0.1,2008
37,37,MIL,Luc Mbah a Moute,UCLA,12,689,16038,4380,2800,588,.454,.334,.659,23.3,6.4,4.1,0.9,26.0,.078,-1.5,2.0,2008
38,38,CHA,Kyle Weaver,Washington State,3,73,1379,363,158,119,.441,.353,.736,18.9,5.0,2.2,1.6,1.5,.051,-1.1,0.3,2008
39,39,CHI,Sonny Weems,Arkansas,4,183,3335,1189,402,257,.465,.283,.702,18.2,6.5,2.2,1.4,0.0,.001,-4.2,-1.8,2008
40,40,NJN,Chris Douglas-Roberts,Memphis,6,222,4381,1571,472,254,.439,.329,.831,19.7,7.1,2.1,1.1,5.4,.059,-2.2,-0.2,2008
41,41,IND,Nathan Jawai,,2,45,431,126,106,24,.435,.000,.684,9.6,2.8,2.4,0.5,0.2,.020,-4.4,-0.3,2008
42,42,SAC,Sean Singletary,Virginia,1,37,303,90,35,29,.365,.400,.857,8.2,2.4,0.9,0.8,0.0,.006,-5.1,-0.2,2008
43,43,SAC,Patrick Ewing,Georgetown,1,7,19,3,2,2,.000,.000,.750,2.7,0.4,0.3,0.3,-0.1,-.158,-9.1,0.0,2008
45,45,SAS,Goran Dragić,,15,946,25603,12568,2816,4405,.459,.362,.766,27.1,13.3,3.0,4.7,56.7,.106,0.5,15.9,2008
47,47,WAS,Henry Walker,Kansas State,5,181,3016,1079,401,153,.446,.369,.760,16.7,6.0,2.2,0.8,5.0,.079,-1.8,0.2,2008
48,48,PHO,Malik Hairston,Oregon,2,62,472,149,77,29,.512,.167,.514,7.6,2.4,1.2,0.5,0.8,.086,-2.0,0.0,2008
52,52,MIA,Darnell Jackson,Kansas,3,138,1039,308,203,26,.449,.235,.644,7.5,2.2,1.5,0.2,1.3,.059,-5.2,-0.8,2008
55,55,POR,Mike Taylor,Iowa State,1,51,771,289,87,106,.412,.325,.691,15.1,5.7,1.7,2.1,-0.4,-.028,-5.2,-0.6,2008
56,56,SEA,Sasha Kaun,Kansas,1,25,95,23,26,3,.529,,.455,3.8,0.9,1.0,0.1,0.2,.096,-2.8,0.0,2008
58,58,LAL,Joe Crawford,Kentucky,1,2,23,9,4,1,.300,.250,1.000,11.5,4.5,2.0,0.5,0.0,.037,-2.7,0.0,2008
60,60,BOS,Semih Erden,,2,69,928,262,190,29,.546,,.594,13.4,3.8,2.8,0.4,1.8,.094,-3.6,-0.4,2008
1,1,LAC,Blake Griffin,Oklahoma,13,765,24384,14513,6109,3055,.493,.328,.696,31.9,19.0,8.0,4.0,81.1,.160,3.3,32.8,2009
2,2,MEM,Hasheem Thabeet,UConn,5,224,2357,483,595,27,.567,,.578,10.5,2.2,2.7,0.1,4.8,.099,-2.7,-0.4,2009
3,3,OKC,James Harden,Arizona State,15,1027,35672,25167,5777,7231,.443,.364,.860,34.7,24.5,5.6,7.0,161.8,.218,6.6,77.8,2009
4,4,SAC,Tyreke Evans,Memphis,10,594,18242,9347,2720,2852,.440,.323,.757,30.7,15.7,4.6,4.8,28.4,.075,0.8,13.1,2009
5,5,MIN,Ricky Rubio,,12,698,20694,7570,2830,5160,.388,.324,.843,29.6,10.8,4.1,7.4,42.3,.098,0.5,13.3,2009
6,6,MIN,Jonny Flynn,Syracuse,3,163,3738,1504,307,634,.400,.338,.809,22.9,9.2,1.9,3.9,-1.1,-.015,-4.0,-1.9,2009
7,7,GSW,Stephen Curry,Davidson,15,913,31342,22567,4314,5882,.474,.427,.909,34.3,24.7,4.7,6.4,131.4,.201,6.5,67.7,2009
8,8,NYK,Jordan Hill,Arizona,8,409,7692,3232,2389,322,.497,.136,.699,18.8,7.9,5.8,0.8,16.4,.102,-2.0,0.0,2009
9,9,TOR,DeMar DeRozan,USC,15,1064,36675,22417,4696,4283,.467,.293,.840,34.5,21.1,4.4,4.0,95.7,.125,0.9,26.5,2009
10,10,MIL,Brandon Jennings,,9,555,16844,7801,1659,3151,.387,.345,.796,30.3,14.1,3.0,5.7,29.9,.085,0.8,11.8,2009
11,11,NJN,Terrence Williams,Louisville,4,153,2922,1085,545,364,.412,.317,.659,19.1,7.1,3.6,2.4,-0.2,-.004,-2.8,-0.6,2009
12,12,CHA,Gerald Henderson,Duke,8,535,13854,5987,1716,1009,.440,.327,.793,25.9,11.2,3.2,1.9,18.3,.063,-1.8,0.6,2009
13,13,IND,Tyler Hansbrough,UNC,7,428,7233,2881,1808,181,.439,.136,.738,16.9,6.7,4.2,0.4,20.2,.134,-2.0,0.0,2009
14,14,PHO,Earl Clark,Louisville,6,261,3630,1138,778,134,.403,.328,.664,13.9,4.4,3.0,0.5,2.9,.038,-2.8,-0.8,2009
15,15,DET,Austin Daye,Gonzaga,6,293,4132,1522,764,212,.402,.351,.778,14.1,5.2,2.6,0.7,4.5,.053,-2.0,0.0,2009
16,16,CHI,James Johnson,Wake Forest,15,768,15493,5816,2709,1602,.474,.301,.678,20.2,7.6,3.5,2.1,27.6,.085,0.4,9.4,2009
17,17,PHI,Jrue Holiday,UCLA,15,936,31037,15264,3898,6012,.462,.368,.783,33.2,16.3,4.2,6.4,65.7,.102,1.6,28.3,2009
18,18,MIN,Ty Lawson,UNC,8,551,16088,6977,1506,3316,.460,.359,.770,29.2,12.7,2.7,6.0,42.1,.126,1.4,13.6,2009
19,19,ATL,Jeff Teague,Wake Forest,12,826,22164,10061,1989,4585,.444,.360,.844,26.8,12.2,2.4,5.6,52.4,.113,0.6,14.3,2009
20,20,UTA,Eric Maynor,VCU,5,267,3896,1141,348,760,.392,.350,.721,14.6,4.3,1.3,2.8,3.3,.041,-2.9,-0.8,2009
21,21,NOH,Darren Collison,UCLA,11,711,20833,8861,1889,3545,.471,.394,.853,29.3,12.5,2.7,5.0,49.9,.115,0.5,13.4,2009
22,22,POR,Victor Claver,,3,80,1072,258,178,56,.398,.293,.585,13.4,3.2,2.2,0.7,0.2,.011,-3.6,-0.4,2009
23,23,SAC,Omri Casspi,,10,588,11959,4642,2355,662,.454,.368,.678,20.3,7.9,4.0,1.1,19.6,.078,-0.8,3.5,2009
24,24,DAL,Byron Mullens,Ohio State,5,189,3446,1398,790,153,.408,.319,.706,18.2,7.4,4.2,0.8,0.6,.008,-4.0,-1.8,2009
25,25,OKC,Rodrigue Beaubois,,4,182,2896,1286,338,374,.439,.325,.810,15.9,7.1,1.9,2.1,4.8,.079,-0.1,1.4,2009
26,26,CHI,Taj Gibson,USC,15,955,22553,8270,5588,919,.518,.261,.713,23.6,8.7,5.9,1.0,59.8,.127,-0.8,7.0,2009
27,27,MEM,DeMarre Carroll,Missouri,11,578,13675,5150,2454,726,.430,.358,.741,23.7,8.9,4.2,1.3,29.5,.104,0.0,6.7,2009
28,28,MIN,Wayne Ellington,UNC,13,770,16100,6190,1643,852,.410,.382,.843,20.9,8.0,2.1,1.1,21.1,.063,-1.5,2.2,2009
29,29,LAL,Toney Douglas,Florida State,8,394,7511,3009,875,889,.404,.354,.824,19.1,7.6,2.2,2.3,12.1,.077,-0.8,2.2,2009
30,30,CLE,Christian Eyenga,,2,51,1049,320,137,40,.411,.277,.611,20.6,6.3,2.7,0.8,-0.4,-.020,-4.2,-0.6,2009
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2009
31,31,SAC,Jeff Ayres,Arizona State,6,237,2322,690,632,99,.553,.400,.776,9.8,2.9,2.7,0.4,6.3,.131,-2.3,-0.2,2009
32,32,WAS,Jermaine Taylor,Central Florida,2,65,786,351,108,48,.441,.284,.730,12.1,5.4,1.7,0.7,0.2,.014,-3.7,-0.3,2009
33,33,POR,Dante Cunningham,Villanova,10,715,14875,4133,2676,506,.469,.345,.649,20.8,5.8,3.7,0.7,24.9,.080,-1.7,1.1,2009
35,35,DET,DaJuan Summers,Georgetown,4,83,820,278,82,29,.384,.367,.642,9.9,3.3,1.0,0.3,-0.1,-.008,-5.8,-0.8,2009
36,36,MEM,Sam Young,Pitt,4,249,3966,1436,573,180,.442,.280,.742,15.9,5.8,2.3,0.7,5.2,.063,-2.1,-0.1,2009
37,37,SAS,DeJuan Blair,Pitt,7,424,7054,2865,2153,349,.524,.000,.608,16.6,6.8,5.1,0.8,19.0,.129,-1.2,1.4,2009
38,38,POR,Jon Brockman,Washington,3,150,1570,320,472,49,.488,.000,.618,10.5,2.1,3.1,0.3,3.7,.113,-3.9,-0.8,2009
39,39,DET,Jonas Jerebko,,9,635,11323,3919,2522,525,.457,.363,.770,17.8,6.2,4.0,0.8,25.8,.109,-1.0,2.9,2009
40,40,CHA,Derrick Brown,Xavier,3,171,2554,895,413,119,.515,.317,.637,14.9,5.2,2.4,0.7,4.5,.085,-1.3,0.4,2009
41,41,MIL,Jodie Meeks,Kentucky,10,539,12110,4988,1120,583,.420,.373,.879,22.5,9.3,2.1,1.1,24.3,.096,-0.6,4.2,2009
42,42,LAL,Patrick Beverley,Arkansas,12,625,16780,5228,2578,2105,.413,.372,.754,26.8,8.4,4.1,3.4,38.8,.111,0.8,11.9,2009
43,43,MIA,Marcus Thornton,LSU,8,483,11299,5750,1348,677,.425,.358,.830,23.4,11.9,2.8,1.4,20.0,.085,0.2,6.2,2009
44,44,DET,Chase Budinger,Arizona,7,407,7998,3198,1240,473,.430,.352,.797,19.7,7.9,3.0,1.2,13.9,.083,-0.5,2.9,2009
45,45,MIN,Nick Calathes,Florida,2,129,2011,590,243,353,.441,.288,.581,15.6,4.6,1.9,2.7,2.6,.063,-0.5,0.8,2009
46,46,CLE,Danny Green,UNC,15,832,20899,7204,2827,1277,.421,.400,.805,25.1,8.7,3.4,1.5,49.3,.113,1.8,20.2,2009
48,48,PHO,Taylor Griffin,Oklahoma,1,8,32,10,2,1,.400,.000,.500,4.0,1.3,0.3,0.1,0.0,-.039,-8.1,-0.1,2009
52,52,IND,A.J. Price,UConn,6,261,3929,1523,377,567,.380,.316,.742,15.1,5.8,1.4,2.2,4.7,.058,-1.3,0.7,2009
53,53,SAS,Nando De Colo,,2,119,1414,453,211,203,.429,.363,.835,11.9,3.8,1.8,1.7,2.4,.081,-0.7,0.5,2009
55,55,POR,Patty Mills,Saint Mary's,15,867,17647,7781,1441,1955,.425,.389,.854,20.4,9.0,1.7,2.3,35.7,.097,0.0,8.8,2009
58,58,BOS,Lester Hudson,University of Tennessee at Martin,4,57,594,268,77,71,.375,.277,.806,10.4,4.7,1.4,1.2,0.2,.016,-2.1,0.0,2009
1,1,WAS,John Wall,Kentucky,11,647,22588,12088,2704,5735,.430,.322,.776,34.9,18.7,4.2,8.9,44.5,.094,2.2,24.1,2010
2,2,PHI,Evan Turner,Ohio State,10,705,18938,6824,3278,2462,.434,.294,.782,26.9,9.7,4.6,3.5,20.2,.051,-1.9,0.5,2010
3,3,NJN,Derrick Favors,Georgia Tech,12,790,19202,8354,5608,851,.534,.198,.663,24.3,10.6,7.1,1.1,60.2,.150,0.9,14.0,2010
4,4,MIN,Wesley Johnson,Syracuse,9,609,13472,4235,1924,645,.404,.337,.741,22.1,7.0,3.2,1.1,10.7,.038,-1.6,1.2,2010
5,5,SAC,DeMarcus Cousins,Kentucky,11,654,19508,12802,6664,1979,.460,.331,.737,29.8,19.6,10.2,3.0,46.8,.115,2.4,21.6,2010
6,6,GSW,Ekpe Udoh,Baylor,7,384,5694,1353,1100,260,.453,.000,.718,14.8,3.5,2.9,0.7,10.4,.088,-1.4,0.8,2010
7,7,DET,Greg Monroe,Georgetown,10,646,17670,8402,5293,1376,.514,.059,.703,27.4,13.0,8.2,2.1,50.4,.137,1.4,15.3,2010
8,8,LAC,Al-Farouq Aminu,Wake Forest,11,711,17698,5350,4280,879,.420,.332,.746,24.9,7.5,6.0,1.2,27.6,.075,-0.6,6.5,2010
9,9,UTA,Gordon Hayward,Butler,14,809,25207,12549,3634,2898,.455,.369,.823,31.2,15.5,4.5,3.6,62.6,.119,1.6,23.0,2010
10,10,IND,Paul George,Fresno State,14,823,27716,17047,5241,3048,.438,.382,.852,33.7,20.7,6.4,3.7,84.0,.145,3.9,41.4,2010
11,11,NOH,Cole Aldrich,Kansas,8,339,3389,1050,1131,183,.527,,.738,10.0,3.1,3.3,0.5,9.6,.135,0.1,1.8,2010
12,12,MEM,Xavier Henry,Kansas,5,185,2905,1050,351,120,.406,.325,.635,15.7,5.7,1.9,0.6,0.8,.013,-4.4,-1.7,2010
13,13,TOR,Ed Davis,UNC,12,722,13756,4291,4616,539,.567,.000,.583,19.1,5.9,6.4,0.7,43.3,.151,-0.2,6.2,2010
14,14,HOU,Patrick Patterson,Kentucky,11,719,14923,4782,2799,736,.447,.369,.755,20.8,6.7,3.9,1.0,31.9,.102,0.0,7.4,2010
15,15,MIL,Larry Sanders,VCU,6,238,4635,1520,1345,174,.480,.000,.553,19.5,6.4,5.7,0.7,10.3,.107,-1.1,1.1,2010
16,16,MIN,Luke Babbitt,Nevada,8,381,5332,1818,846,224,.408,.402,.747,14.0,4.8,2.2,0.6,7.2,.065,-2.1,-0.1,2010
17,17,CHI,Kevin Séraphin,,7,423,6430,2516,1462,246,.489,.000,.715,15.2,5.9,3.5,0.6,5.9,.044,-4.3,-3.6,2010
18,18,OKC,Eric Bledsoe,Kentucky,12,756,21021,10348,2937,3545,.452,.336,.784,27.8,13.7,3.9,4.7,46.1,.105,1.6,18.8,2010
19,19,BOS,Avery Bradley,Texas,12,660,18151,7279,1863,1105,.434,.365,.783,27.5,11.0,2.8,1.7,17.2,.045,-2.4,-1.8,2010
20,20,SAS,James Anderson,Oklahoma State,5,247,4320,1422,560,291,.411,.321,.755,17.5,5.8,2.3,1.2,3.3,.037,-2.7,-0.8,2010
21,21,OKC,Craig Brackins,Iowa State,2,17,121,30,19,9,.265,.214,.500,7.1,1.8,1.1,0.5,-0.2,-.089,-9.9,-0.2,2010
22,22,POR,Elliot Williams,Memphis,4,109,1470,537,161,94,.421,.310,.669,13.5,4.9,1.5,0.9,0.7,.024,-4.9,-1.1,2010
23,23,MIN,Trevor Booker,Clemson,8,532,10872,3679,2932,566,.515,.305,.636,20.4,6.9,5.5,1.1,26.2,.116,-0.5,4.2,2010
24,24,ATL,Damion James,Texas,4,39,623,150,131,26,.415,.000,.667,16.0,3.8,3.4,0.7,0.0,-.001,-3.7,-0.3,2010
25,25,MEM,Dominique Jones,South Florida,3,80,741,246,114,144,.366,.095,.729,9.3,3.1,1.4,1.8,0.3,.017,-2.4,-0.1,2010
26,26,OKC,Quincy Pondexter,Washington,7,355,5530,1609,640,263,.423,.356,.746,15.6,4.5,1.8,0.7,9.7,.084,-1.8,0.3,2010
27,27,NJN,Jordan Crawford,Xavier,6,281,6843,3432,703,883,.411,.317,.826,24.4,12.2,2.5,3.1,6.3,.044,-1.3,1.3,2010
28,28,MEM,Greivis Vásquez,Maryland,7,401,9520,3591,1021,1935,.418,.349,.817,23.7,9.0,2.5,4.8,12.6,.064,-1.2,1.8,2010
29,29,ORL,Daniel Orton,Kentucky,3,51,542,143,126,24,.485,.000,.597,10.6,2.8,2.5,0.5,1.0,.093,-3.5,-0.2,2010
30,30,WAS,Lazar Hayward,Marquette,3,72,591,207,90,35,.347,.269,.767,8.2,2.9,1.3,0.5,0.2,.020,-4.2,-0.3,2010
Rk,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,2010
31,31,NJN,Tibor Pleiß,,1,12,82,24,15,2,.440,.000,1.000,6.8,2.0,1.3,0.2,-0.1,-.041,-11.6,-0.2,2010
32,32,MIA,Dexter Pittman,Texas,4,50,347,116,89,9,.450,,.545,6.9,2.3,1.8,0.2,0.5,.068,-7.7,-0.5,2010
33,33,SAC,Hassan Whiteside,Marshall,10,511,12645,6450,5523,327,.586,.308,.605,24.7,12.6,10.8,0.6,52.0,.197,2.5,14.5,2010
34,34,POR,Armon Johnson,Nevada,2,47,401,157,49,56,.458,.400,.679,8.5,3.3,1.0,1.2,-0.1,-.015,-4.1,-0.2,2010
35,35,WAS,Nemanja Bjelica,,7,449,9173,3412,2051,826,.466,.384,.759,20.4,7.6,4.6,1.8,20.0,.104,0.3,5.4,2010
37,37,MIL,Darington Hobson,New Mexico,1,5,39,4,3,6,.154,.000,,7.8,0.8,0.6,1.2,-0.2,-.225,-13.0,-0.1,2010
38,38,NYK,Andy Rautins,Syracuse,1,5,24,8,1,3,.429,.250,.500,4.8,1.6,0.2,0.6,-0.2,-.314,-13.2,-0.1,2010
39,39,NYK,Landry Fields,Stanford,5,255,6010,1731,1092,419,.473,.332,.666,23.6,6.8,4.3,1.6,10.5,.084,-0.3,2.6,2010
40,40,IND,Lance Stephenson,Cincinnati,10,554,12680,4738,2251,1621,.445,.314,.694,22.9,8.6,4.1,2.9,17.5,.066,-1.3,2.3,2010
41,41,MIA,Jarvis Varnado,Mississippi State,2,37,397,107,72,16,.582,,.518,10.7,2.9,1.9,0.4,0.7,.089,-3.3,-0.1,2010
43,43,LAL,Devin Ebanks,West Virginia,3,63,711,224,122,24,.385,.222,.722,11.3,3.6,1.9,0.4,0.5,.035,-4.8,-0.5,2010
44,44,MIL,Jerome Jordan,Tulsa,2,65,491,180,132,17,.528,,.852,7.6,2.8,2.0,0.3,1.7,.168,-1.0,0.1,2010
46,46,PHO,Gani Lawal,Georgia Tech,1,1,2,0,0,0,,,,2.0,0.0,0.0,0.0,0.0,-.009,-15.0,0.0,2010
50,50,DAL,Solomon Alabi,Florida State,2,26,181,39,61,5,.314,,.700,7.0,1.5,2.3,0.2,0.0,.010,-4.4,-0.1,2010
52,52,BOS,Luke Harangody,Notre Dame,2,70,871,253,196,36,.376,.241,.737,12.4,3.6,2.8,0.5,0.9,.048,-3.5,-0.3,2010
53,53,ATL,Pape Sy,,1,3,21,7,3,2,.333,.000,1.000,7.0,2.3,1.0,0.7,0.0,-.047,-6.0,0.0,2010
54,54,LAC,Willie Warren,Oklahoma,1,19,134,37,12,27,.371,.333,.750,7.1,1.9,0.6,1.4,0.2,.065,-2.7,0.0,2010
55,55,UTA,Jeremy Evans,Western Kentucky,7,250,2626,879,641,107,.569,.231,.687,10.5,3.5,2.6,0.4,8.2,.150,0.9,1.9,2010
56,56,MIN,Hamady N'Diaye,Rutgers University,3,33,157,20,25,3,.467,,.462,4.8,0.6,0.8,0.1,0.0,.013,-7.3,-0.2,2010
